driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
2155,Ford Fusion,2020,659,56.0,18,no,5.0,1060.53,1,59,1,1,A class
1877,Kia Optima,2006,8,52.0,24,no,4.71,587.07,3,27,2,0,A class
2131,Ford Fusion,2006,306,41.0,5,Mandarin,4.33,317.97,2,23,2,0,B class
316,Kia Optima,2018,597,54.0,16,Mandarin,3.98,442.02,6,22,0,0,B class
529,Nissan Altima,2012,19,60.0,8,Spanish,4.44,994.56,2,30,1,0,A class
2928,Kia Optima,2008,247,59.0,5,no,4.35,801.58,4,12,1,1,B class
1178,Chevrolet Malibu,2007,433,32.0,12,no,3.84,262.29,8,11,1,2,B class
190,Chevrolet Malibu,2022,684,54.0,8,no,4.49,661.64,2,37,0,0,A class
28,Toyota Camry,2009,319,54.0,11,Arabic,4.39,980.72,0,16,3,0,A class
2754,Chevrolet Malibu,2005,201,31.0,3,no,4.58,831.92,4,33,2,0,A class
275,Nissan Altima,2009,709,36.0,16,no,4.49,524.3,2,30,0,1,B class
2112,Honda Accord,2006,295,44.0,7,no,4.46,840.65,1,27,0,1,A class
1075,Chevrolet Malibu,2020,374,28.0,8,Arabic,4.05,449.17,5,14,2,1,B class
2404,Hyundai Sonata,2009,485,35.0,15,no,4.11,491.58,2,12,3,0,B class
2574,Hyundai Sonata,2016,125,28.0,2,no,4.14,490.12,3,22,0,1,B class
1832,Hyundai Sonata,2020,635,67.0,7,Russian,4.32,394.13,5,38,2,1,B class
1904,Hyundai Sonata,2018,886,44.0,12,no,4.47,560.36,4,31,1,0,B class
2640,Hyundai Sonata,2011,606,57.0,14,no,4.81,1040.7,0,49,0,0,A class
1335,Toyota Camry,2008,805,47.0,6,Spanish,4.6,660.9,2,30,1,0,A class
2163,Ford Fusion,2014,721,60.0,5,no,5.0,961.17,1,47,0,1,A class
2213,Kia Optima,2014,251,,1,no,4.39,932.1,2,40,1,0,A class
586,Nissan Altima,2013,551,30.0,10,Mandarin,4.58,739.07,3,33,2,0,A class
838,Nissan Altima,2009,404,23.0,3,no,4.6,849.6,0,28,2,1,A class
711,Ford Fusion,2018,211,26.0,1,no,5.0,887.06,3,32,1,0,A class
2362,Ford Fusion,2014,547,42.0,6,Spanish,4.34,529.39,2,24,0,0,B class
2458,Honda Accord,2012,874,62.0,24,Arabic,4.68,737.48,3,50,2,0,A class
1251,Chevrolet Malibu,2021,89,31.0,11,no,4.04,651.89,6,11,1,1,B class
2980,Toyota Camry,2014,490,24.0,4,no,4.81,1198.38,1,49,2,0,A class
2549,Hyundai Sonata,2014,166,36.0,9,no,4.55,639.73,1,24,3,0,A class
1438,Ford Fusion,2009,415,45.0,8,Spanish,5.0,1323.71,0,55,0,0,A class
1732,Toyota Camry,2006,655,62.0,2,Mandarin,4.12,501.13,5,32,1,0,B class
1554,Hyundai Sonata,2009,158,,9,Mandarin,4.46,720.18,2,27,0,0,A class
817,Chevrolet Malibu,2007,86,44.0,8,no,4.01,444.25,7,30,1,2,B class
2886,Hyundai Sonata,2022,15,53.0,9,Spanish,4.02,457.28,4,31,0,0,B class
2718,Kia Optima,2008,850,42.0,13,Spanish,4.63,705.21,3,22,0,1,A class
958,Ford Fusion,2013,379,58.0,23,French,4.36,717.6,4,26,3,1,B class
303,Ford Fusion,2018,280,33.0,7,French,4.32,459.3,3,36,3,1,B class
572,Chevrolet Malibu,2021,75,57.0,11,Arabic,4.73,932.1,0,39,3,0,A class
2612,Nissan Altima,2010,729,47.0,9,Russian,4.6,761.61,5,41,2,0,A class
1923,Ford Fusion,2016,387,43.0,11,no,4.77,922.85,3,47,3,1,A class
631,Kia Optima,2017,592,39.0,19,French,4.15,542.68,4,32,0,0,B class
1512,Kia Optima,2016,867,62.0,3,no,4.07,663.51,3,16,3,0,B class
2427,Honda Accord,2011,34,57.0,0,no,3.71,342.5,4,16,0,1,B class
2892,Chevrolet Malibu,2016,474,51.0,19,no,4.8,894.5,1,69,1,0,A class
2190,Ford Fusion,2009,506,54.0,23,no,4.76,816.75,1,32,2,0,A class
1064,Kia Optima,2020,544,53.0,4,no,4.2,797.12,3,15,0,0,B class
1780,Hyundai Sonata,2008,811,21.0,1,Arabic,3.92,597.02,3,13,1,0,B class
2438,Honda Accord,2009,213,52.0,11,no,5.0,1211.85,1,54,0,0,A class
2168,Ford Fusion,2010,775,66.0,22,no,3.97,336.34,1,22,3,1,B class
2278,Chevrolet Malibu,2009,1,32.0,12,Mandarin,3.95,387.57,3,14,2,2,B class
2602,Kia Optima,2020,247,30.0,6,no,4.41,634.55,0,23,1,0,B class
1794,Honda Accord,2014,267,,9,French,4.33,484.65,2,43,4,0,B class
1784,Honda Accord,2014,445,63.0,20,French,4.89,942.26,2,48,3,0,A class
924,Ford Fusion,2021,374,36.0,16,Portuguese,4.06,497.88,6,17,1,0,B class
723,Nissan Altima,2009,646,,8,Spanish,3.63,235.54,3,13,1,1,B class
60,Nissan Altima,2018,788,,5,French,4.27,358.35,1,24,4,2,B class
2201,Hyundai Sonata,2014,137,61.0,4,no,4.22,390.3,6,23,1,3,B class
2462,Chevrolet Malibu,2007,58,67.0,14,no,4.3,346.54,3,26,1,0,B class
1864,Kia Optima,2011,738,34.0,3,no,5.0,1096.07,2,52,0,1,A class
24,Nissan Altima,2012,161,37.0,15,French,4.45,797.83,7,22,0,0,A class
578,Hyundai Sonata,2006,617,65.0,0,no,4.33,508.52,1,37,1,1,B class
684,Ford Fusion,2010,66,,20,no,4.8,1039.23,1,51,0,0,A class
1016,Honda Accord,2010,823,47.0,0,Mandarin,5.0,963.94,3,31,1,0,A class
347,Nissan Altima,2007,646,49.0,10,Mandarin,4.86,908.13,1,40,1,0,A class
2877,Ford Fusion,2010,612,,22,no,4.55,668.89,3,25,1,0,A class
1556,Honda Accord,2012,543,22.0,2,French,4.75,896.99,4,29,1,1,A class
2948,Honda Accord,2019,756,32.0,12,Portuguese,3.72,462.58,7,22,4,0,B class
9,Kia Optima,2021,718,42.0,10,no,4.4,1048.02,1,22,0,1,A class
2912,Honda Accord,2020,476,34.0,14,Portuguese,4.26,473.61,1,26,4,0,B class
229,Kia Optima,2020,271,65.0,2,no,3.58,299.46,3,16,2,2,B class
490,Ford Fusion,2018,707,66.0,14,no,4.61,912.85,3,39,0,0,A class
2616,Nissan Altima,2005,873,25.0,5,no,3.88,181.8,5,11,6,1,B class
830,Toyota Camry,2013,669,21.0,1,Portuguese,4.74,803.28,3,39,1,0,A class
2985,Honda Accord,2010,492,32.0,6,Arabic,4.29,649.6,2,43,3,1,A class
1874,Chevrolet Malibu,2017,128,55.0,24,Mandarin,4.65,1180.32,2,30,0,0,A class
450,Kia Optima,2021,511,38.0,17,Spanish,5.0,1100.61,3,37,2,0,A class
2464,Chevrolet Malibu,2019,765,62.0,10,no,4.46,768.28,3,21,1,1,A class
16,Ford Fusion,2011,436,62.0,2,no,4.76,938.17,2,58,0,0,A class
1115,Toyota Camry,2016,467,42.0,16,Arabic,4.73,965.72,2,18,1,0,A class
2810,Toyota Camry,2007,256,25.0,3,Spanish,3.66,290.82,6,12,1,1,B class
1389,Hyundai Sonata,2011,58,40.0,8,no,4.06,547.94,3,21,1,1,B class
2421,Ford Fusion,2012,700,57.0,5,Spanish,4.07,468.9,5,17,3,1,B class
1589,Hyundai Sonata,2019,594,38.0,7,no,4.15,293.95,5,19,0,0,B class
824,Chevrolet Malibu,2022,635,43.0,16,no,4.42,665.55,1,30,1,0,A class
2140,Toyota Camry,2006,289,40.0,20,Mandarin,5.0,1118.2,0,80,1,0,A class
2735,Toyota Camry,2018,863,65.0,4,no,4.21,701.05,3,35,2,1,B class
1227,Kia Optima,2012,375,50.0,8,Spanish,4.8,894.62,3,58,1,0,A class
1876,Chevrolet Malibu,2011,332,26.0,6,French,4.68,1030.1,2,51,1,0,A class
2941,Hyundai Sonata,2006,713,35.0,10,Spanish,4.19,576.69,3,12,1,0,B class
1915,Hyundai Sonata,2014,599,23.0,3,no,4.4,893.81,6,24,3,1,B class
1232,Kia Optima,2009,817,42.0,4,no,3.53,334.68,6,26,3,0,B class
1847,Kia Optima,2008,752,39.0,7,no,4.88,1062.78,1,56,1,0,A class
1010,Ford Fusion,2018,502,51.0,20,French,4.57,607.27,4,24,0,0,A class
1705,Ford Fusion,2022,246,36.0,8,no,4.03,681.86,3,14,1,0,B class
2312,Toyota Camry,2021,40,62.0,1,no,4.65,754.3,2,27,1,0,A class
2708,Nissan Altima,2015,654,24.0,4,Mandarin,4.88,921.79,1,35,0,1,A class
2753,Honda Accord,2016,352,28.0,5,no,4.08,545.79,5,17,2,0,B class
2396,Toyota Camry,2008,820,36.0,12,Arabic,4.45,612.41,4,39,0,0,B class
1107,Hyundai Sonata,2021,681,59.0,0,French,4.92,775.28,0,37,1,0,A class
498,Hyundai Sonata,2009,672,53.0,16,no,4.11,601.41,4,30,3,1,B class
353,Honda Accord,2021,757,60.0,17,Spanish,4.65,590.26,2,36,3,2,A class
1853,Kia Optima,2010,143,23.0,0,no,4.47,754.22,2,29,3,0,A class
443,Hyundai Sonata,2008,56,33.0,7,Portuguese,4.65,765.82,4,23,1,0,A class
2,Ford Fusion,2015,15,37.0,17,Arabic,3.98,537.09,6,25,2,0,B class
286,Nissan Altima,2007,836,,14,Mandarin,5.0,1039.81,0,51,0,0,A class
1561,Kia Optima,2007,48,37.0,3,no,4.2,681.21,2,27,1,0,B class
1647,Hyundai Sonata,2006,593,56.0,21,Portuguese,4.06,604.58,1,13,1,1,B class
784,Nissan Altima,2018,258,31.0,0,no,4.1,536.48,1,19,1,1,B class
861,Hyundai Sonata,2014,288,49.0,23,French,4.56,368.55,5,25,3,2,B class
1907,Hyundai Sonata,2011,485,46.0,18,no,5.0,1097.57,2,52,0,0,A class
2638,Ford Fusion,2018,460,,2,no,3.46,85.47,5,5,2,0,B class
349,Chevrolet Malibu,2008,115,31.0,0,no,4.04,467.38,5,17,1,5,B class
69,Honda Accord,2006,749,37.0,17,no,5.0,1339.11,0,79,0,0,A class
404,Nissan Altima,2018,646,41.0,21,no,4.06,455.88,4,24,3,0,B class
2327,Kia Optima,2010,461,42.0,22,no,4.71,1133.51,2,51,1,0,A class
755,Chevrolet Malibu,2018,544,24.0,4,no,4.73,1178.02,1,28,0,0,A class
798,Toyota Camry,2009,251,30.0,0,French,4.37,547.24,5,18,0,0,B class
1051,Ford Fusion,2013,228,48.0,15,no,4.71,738.58,4,39,0,0,A class
2966,Ford Fusion,2011,651,66.0,24,no,4.76,1090.57,7,31,0,0,A class
2944,Chevrolet Malibu,2005,253,61.0,10,no,3.29,82.21,4,21,4,2,B class
178,Toyota Camry,2009,216,66.0,18,no,4.7,695.14,2,33,2,0,A class
954,Ford Fusion,2005,247,42.0,6,no,4.12,538.48,2,28,3,0,B class
1381,Nissan Altima,2016,812,51.0,20,no,5.0,1479.75,1,48,0,0,A class
2061,Honda Accord,2022,37,56.0,19,Arabic,5.0,1119.09,2,42,1,0,A class
2762,Toyota Camry,2011,362,28.0,8,Spanish,4.64,757.37,4,30,6,2,A class
2439,Kia Optima,2011,587,44.0,19,Portuguese,3.98,598.57,2,23,1,2,B class
1819,Honda Accord,2018,510,31.0,2,Spanish,4.65,674.18,2,47,2,0,A class
253,Toyota Camry,2016,287,50.0,7,no,4.52,719.94,5,30,1,2,B class
1439,Nissan Altima,2009,86,31.0,8,no,4.44,598.31,4,31,1,0,B class
559,Hyundai Sonata,2006,880,52.0,5,no,4.43,563.6,2,38,0,0,A class
1578,Hyundai Sonata,2013,92,42.0,1,no,4.73,522.45,2,33,1,1,A class
1843,Nissan Altima,2021,31,53.0,8,Mandarin,4.24,801.47,5,27,1,1,B class
194,Chevrolet Malibu,2005,171,39.0,14,no,4.6,968.99,2,44,1,0,A class
2876,Kia Optima,2016,312,54.0,23,no,3.95,431.8,2,34,2,0,B class
1508,Toyota Camry,2010,308,31.0,10,Spanish,5.0,898.14,3,26,1,1,A class
2538,Chevrolet Malibu,2021,381,23.0,3,Mandarin,3.94,433.76,3,14,2,0,B class
1926,Toyota Camry,2019,127,39.0,11,no,4.26,712.87,1,34,1,0,B class
245,Ford Fusion,2022,521,25.0,5,no,4.21,430.63,5,20,0,1,B class
446,Honda Accord,2008,346,58.0,17,Arabic,3.94,646.84,5,21,1,1,B class
477,Chevrolet Malibu,2011,181,42.0,16,Spanish,5.0,1192.07,2,45,0,0,A class
539,Kia Optima,2008,498,41.0,12,Mandarin,3.96,589.6,3,31,2,2,B class
1331,Ford Fusion,2010,204,24.0,4,Spanish,4.26,646.74,3,14,0,0,B class
256,Kia Optima,2018,289,36.0,0,Arabic,4.2,604.92,5,34,0,2,B class
452,Kia Optima,2020,261,56.0,17,Mandarin,4.39,877.75,0,32,1,1,A class
2746,Chevrolet Malibu,2011,258,35.0,15,no,4.19,499.34,2,15,2,0,B class
1489,Chevrolet Malibu,2022,53,67.0,17,Portuguese,3.99,525.09,7,36,3,1,B class
2332,Nissan Altima,2005,24,46.0,19,Russian,4.77,594.71,2,59,2,1,A class
2606,Kia Optima,2008,800,65.0,12,Mandarin,4.9,892.88,2,27,2,0,A class
2400,Honda Accord,2012,33,23.0,3,Arabic,4.03,502.06,6,36,2,1,B class
2473,Chevrolet Malibu,2012,603,52.0,11,Mandarin,5.0,1143.81,0,48,2,0,A class
2321,Honda Accord,2006,628,21.0,0,no,4.43,696.98,4,13,0,0,B class
2858,Ford Fusion,2010,196,55.0,5,no,4.54,585.01,1,15,0,1,B class
949,Ford Fusion,2014,488,26.0,6,Spanish,4.06,350.44,4,21,2,1,B class
511,Honda Accord,2006,887,33.0,13,Portuguese,4.46,516.57,5,55,1,1,A class
1394,Chevrolet Malibu,2007,723,38.0,18,no,4.68,624.13,3,46,2,0,A class
1509,Chevrolet Malibu,2021,499,40.0,7,Spanish,3.8,298.59,2,20,2,1,B class
1820,Honda Accord,2015,61,49.0,5,Arabic,3.89,276.5,2,22,3,1,B class
2658,Toyota Camry,2007,714,37.0,17,no,4.65,582.65,4,36,0,1,A class
1332,Chevrolet Malibu,2009,650,22.0,2,no,5.0,997.09,3,44,0,1,A class
1310,Honda Accord,2014,680,63.0,17,French,4.2,801.45,3,30,1,1,B class
1803,Kia Optima,2008,745,22.0,2,Arabic,4.56,812.47,2,57,1,0,A class
2057,Honda Accord,2019,235,33.0,10,no,4.1,302.6,4,19,2,1,B class
2418,Toyota Camry,2010,625,28.0,5,no,3.84,425.98,4,11,1,0,B class
2432,Chevrolet Malibu,2020,813,37.0,16,no,4.21,559.4,3,27,2,0,B class
1852,Ford Fusion,2022,635,57.0,24,no,4.17,745.03,8,27,2,0,B class
2415,Honda Accord,2015,521,,6,Spanish,4.67,712.07,3,25,0,1,A class
2373,Nissan Altima,2020,446,67.0,24,Arabic,4.43,800.85,3,36,2,0,B class
622,Ford Fusion,2019,384,60.0,13,no,4.42,521.14,4,31,3,0,A class
1511,Honda Accord,2014,88,,16,Spanish,4.32,713.93,5,46,1,0,A class
1756,Honda Accord,2009,61,,6,no,4.38,641.63,5,34,3,0,A class
1672,Nissan Altima,2018,102,23.0,3,no,4.48,739.35,2,32,0,0,A class
1701,Ford Fusion,2021,675,55.0,2,no,3.72,101.02,5,14,2,1,B class
2514,Ford Fusion,2022,182,38.0,18,no,4.01,655.49,7,26,4,2,B class
1201,Kia Optima,2020,516,,3,no,4.37,413.85,3,31,4,0,B class
2668,Ford Fusion,2008,266,36.0,7,no,3.8,576.03,3,25,0,0,B class
664,Hyundai Sonata,2005,720,38.0,18,no,4.36,615.8,2,37,0,0,B class
775,Nissan Altima,2011,178,49.0,23,Spanish,5.0,798.42,1,51,0,0,A class
574,Kia Optima,2021,91,37.0,17,no,4.46,833.06,2,50,1,1,A class
1873,Hyundai Sonata,2014,854,36.0,6,Russian,3.86,298.02,2,17,2,0,B class
2311,Chevrolet Malibu,2020,617,64.0,4,French,3.88,328.33,1,10,2,0,B class
1775,Kia Optima,2015,788,49.0,16,no,4.06,564.68,1,28,2,1,B class
2597,Nissan Altima,2007,552,39.0,3,Portuguese,4.2,458.6,4,44,1,1,B class
2349,Ford Fusion,2022,112,23.0,3,no,3.82,348.27,5,24,2,0,B class
1122,Chevrolet Malibu,2012,82,67.0,10,no,4.6,680.35,2,24,1,0,A class
2019,Chevrolet Malibu,2009,187,39.0,17,no,4.28,720.22,1,47,1,0,A class
2506,Hyundai Sonata,2011,726,31.0,11,Spanish,4.7,939.35,2,47,5,0,A class
1938,Kia Optima,2014,564,,2,no,4.4,701.28,3,16,1,1,B class
140,Ford Fusion,2019,859,41.0,17,no,4.82,892.07,2,44,0,0,A class
1983,Honda Accord,2007,168,33.0,2,Arabic,3.67,85.33,6,4,2,1,B class
283,Toyota Camry,2006,672,55.0,21,Spanish,4.12,316.14,2,13,0,0,B class
259,Chevrolet Malibu,2011,440,55.0,24,Spanish,4.75,813.77,1,37,1,1,A class
617,Honda Accord,2013,581,32.0,0,Spanish,4.39,1072.12,5,33,4,0,A class
2083,Chevrolet Malibu,2012,37,63.0,22,Mandarin,4.72,837.9,2,35,1,0,A class
2092,Honda Accord,2019,643,51.0,1,no,4.57,945.02,2,36,3,1,A class
726,Hyundai Sonata,2022,247,36.0,13,no,4.35,712.87,1,41,2,3,A class
1637,Chevrolet Malibu,2009,149,38.0,12,no,4.28,764.54,3,23,1,0,B class
2087,Honda Accord,2010,492,64.0,19,no,4.13,378.45,5,17,1,0,B class
678,Kia Optima,2020,341,,10,no,4.38,435.71,3,24,0,0,B class
1946,Kia Optima,2019,85,57.0,2,Spanish,4.58,848.79,2,30,0,1,A class
1153,Hyundai Sonata,2005,878,44.0,0,Mandarin,4.08,804.83,6,22,0,0,B class
1921,Honda Accord,2010,593,24.0,4,no,4.79,906.91,0,50,1,0,A class
56,Chevrolet Malibu,2016,64,35.0,15,no,4.19,480.51,2,32,4,0,B class
1947,Toyota Camry,2022,161,28.0,7,no,3.89,386.68,1,41,1,0,B class
2212,Honda Accord,2008,209,54.0,10,no,4.43,658.66,2,43,0,3,A class
1412,Honda Accord,2019,159,33.0,13,no,4.44,621.97,7,27,1,2,B class
2198,Chevrolet Malibu,2015,563,31.0,4,Spanish,4.44,543.91,7,27,1,0,A class
1289,Chevrolet Malibu,2018,726,50.0,18,no,4.72,821.46,3,30,2,0,A class
167,Chevrolet Malibu,2005,24,43.0,16,Mandarin,4.62,764.45,3,48,1,0,A class
2846,Hyundai Sonata,2021,576,60.0,13,no,4.95,1145.09,2,42,1,0,A class
873,Toyota Camry,2021,766,51.0,4,no,4.71,678.98,4,27,3,0,A class
1362,Kia Optima,2013,853,25.0,5,Arabic,4.66,815.31,2,33,2,1,A class
888,Kia Optima,2007,200,61.0,10,no,3.95,97.6,3,13,1,1,B class
889,Ford Fusion,2022,163,41.0,20,no,4.51,825.85,3,47,1,2,A class
2422,Ford Fusion,2018,656,51.0,16,Mandarin,4.83,903.07,3,36,1,0,A class
2391,Chevrolet Malibu,2022,87,26.0,6,Russian,4.79,902.7,1,46,0,0,A class
2423,Toyota Camry,2022,539,42.0,8,no,4.83,1015.96,3,31,0,0,A class
499,Chevrolet Malibu,2006,523,53.0,21,no,4.82,644.06,2,21,1,0,A class
715,Toyota Camry,2005,56,40.0,7,French,4.84,882.11,3,34,1,1,A class
2700,Toyota Camry,2013,773,21.0,1,Spanish,4.54,443.74,2,34,1,0,A class
1057,Hyundai Sonata,2017,764,67.0,2,French,4.09,593.15,3,24,0,0,B class
2713,Ford Fusion,2011,17,22.0,2,no,4.87,689.79,2,44,2,2,A class
365,Toyota Camry,2020,530,53.0,7,Mandarin,4.52,809.03,0,26,1,0,A class
2983,Nissan Altima,2005,236,53.0,4,Mandarin,4.02,562.38,3,20,0,0,B class
2284,Toyota Camry,2022,640,58.0,13,no,4.29,600.2,4,34,1,0,B class
1728,Nissan Altima,2020,76,26.0,6,French,4.56,578.62,2,26,0,1,A class
1982,Hyundai Sonata,2008,158,45.0,24,Mandarin,4.95,945.77,3,36,1,1,A class
2984,Nissan Altima,2007,74,50.0,14,no,4.58,1113.66,0,33,1,0,A class
801,Kia Optima,2005,38,55.0,14,Spanish,4.13,407.63,3,17,0,0,B class
618,Kia Optima,2017,129,45.0,22,Spanish,4.21,647.8,3,15,1,1,B class
2848,Chevrolet Malibu,2018,275,49.0,24,no,4.42,684.69,2,16,1,0,A class
601,Chevrolet Malibu,2007,436,67.0,17,no,4.82,764.33,0,50,3,0,A class
124,Hyundai Sonata,2016,283,49.0,3,no,4.08,527.82,4,34,1,1,B class
1598,Kia Optima,2016,363,57.0,20,no,4.52,710.66,5,37,2,0,B class
335,Ford Fusion,2005,52,48.0,18,Mandarin,4.35,784.37,4,29,1,0,B class
2249,Hyundai Sonata,2014,295,66.0,23,Spanish,5.0,1249.31,2,37,0,0,A class
2041,Chevrolet Malibu,2011,521,57.0,19,no,4.51,657.28,3,23,4,0,A class
2381,Hyundai Sonata,2011,431,65.0,21,no,4.62,927.09,3,58,1,0,A class
981,Honda Accord,2022,32,27.0,7,Spanish,3.7,497.52,3,22,1,3,B class
1689,Nissan Altima,2006,830,63.0,15,Russian,4.87,1013.57,1,44,0,0,A class
2643,Honda Accord,2019,335,40.0,11,no,5.0,1054.61,2,75,0,0,A class
2086,Chevrolet Malibu,2012,877,,13,no,4.67,839.21,0,31,0,0,A class
919,Kia Optima,2014,359,58.0,5,French,4.42,696.4,5,19,0,1,B class
1080,Hyundai Sonata,2021,870,51.0,12,Spanish,5.0,817.66,1,35,2,0,A class
3000,Toyota Camry,2021,333,39.0,3,no,5.0,1228.89,1,39,1,0,A class
582,Chevrolet Malibu,2007,428,,2,no,4.38,723.22,2,29,1,1,A class
2922,Honda Accord,2012,452,48.0,12,Spanish,4.43,796.33,1,21,3,1,A class
1617,Toyota Camry,2011,301,25.0,5,Russian,4.49,516.85,3,46,0,0,B class
1275,Kia Optima,2012,406,43.0,18,Russian,4.23,283.89,6,13,1,0,B class
1285,Hyundai Sonata,2010,826,39.0,13,no,4.42,497.74,1,21,2,0,B class
1195,Ford Fusion,2021,742,55.0,14,French,4.22,446.31,2,34,0,1,B class
829,Chevrolet Malibu,2014,798,57.0,1,no,3.99,557.61,2,23,2,0,B class
992,Chevrolet Malibu,2022,717,,3,no,4.18,487.73,5,20,0,0,B class
1198,Hyundai Sonata,2011,536,27.0,6,Mandarin,3.97,248.37,1,31,2,1,B class
1196,Kia Optima,2007,13,28.0,8,no,4.23,715.2,2,34,0,1,B class
1825,Chevrolet Malibu,2009,85,,2,no,4.83,938.85,2,48,0,0,A class
1351,Toyota Camry,2013,264,47.0,14,Portuguese,4.71,545.28,2,30,2,0,B class
1528,Hyundai Sonata,2009,73,43.0,11,no,4.5,766.52,3,38,0,1,A class
1559,Ford Fusion,2009,689,,16,Spanish,4.08,649.32,9,26,1,1,B class
2371,Toyota Camry,2005,644,61.0,5,Spanish,4.05,465.16,5,22,4,1,B class
2207,Toyota Camry,2021,37,53.0,24,no,4.89,842.53,3,39,1,1,A class
410,Toyota Camry,2017,680,50.0,14,Arabic,4.06,492.06,3,25,2,1,B class
676,Toyota Camry,2010,297,36.0,16,French,4.37,683.5,5,21,0,1,B class
298,Toyota Camry,2013,155,66.0,14,Russian,4.05,718.83,1,22,0,1,B class
926,Kia Optima,2010,653,56.0,6,no,4.44,380.98,0,15,2,1,B class
23,Toyota Camry,2017,442,,18,Portuguese,4.89,916.34,3,51,2,1,A class
2015,Ford Fusion,2017,346,44.0,23,French,4.26,763.86,6,47,0,1,A class
1930,Hyundai Sonata,2007,383,,2,Arabic,4.67,940.12,1,43,1,1,A class
729,Ford Fusion,2010,456,43.0,18,no,4.02,615.83,5,22,0,0,B class
1622,Chevrolet Malibu,2014,146,55.0,23,no,4.46,807.42,2,44,2,0,A class
1347,Ford Fusion,2009,100,21.0,1,no,4.75,744.11,0,31,1,0,A class
1308,Ford Fusion,2018,663,27.0,4,Spanish,4.8,1031.58,0,44,1,0,A class
2012,Kia Optima,2018,735,22.0,2,Mandarin,4.7,621.58,2,59,0,1,A class
672,Chevrolet Malibu,2009,402,67.0,15,no,5.0,1293.36,0,75,4,0,A class
1673,Kia Optima,2012,758,46.0,6,Portuguese,4.28,726.83,4,30,4,0,B class
1200,Hyundai Sonata,2017,819,64.0,18,Arabic,4.57,736.95,3,30,3,0,A class
182,Honda Accord,2016,514,39.0,9,no,4.7,1009.78,0,70,0,1,A class
1750,Chevrolet Malibu,2015,286,62.0,20,no,4.49,668.57,1,27,0,0,A class
2902,Nissan Altima,2019,640,40.0,0,no,3.91,424.63,3,15,1,0,B class
294,Ford Fusion,2020,897,50.0,15,no,4.46,1046.18,5,50,1,0,A class
202,Nissan Altima,2021,863,44.0,4,Mandarin,4.4,758.56,3,29,3,0,B class
2099,Toyota Camry,2018,458,24.0,4,Mandarin,3.62,0.0,6,20,4,2,B class
127,Nissan Altima,2017,893,57.0,12,no,4.99,875.45,1,40,0,0,A class
532,Honda Accord,2016,531,48.0,23,Mandarin,3.64,282.08,2,6,1,1,B class
1432,Nissan Altima,2005,593,46.0,4,no,4.03,411.39,3,26,2,0,B class
200,Ford Fusion,2006,320,51.0,2,no,4.25,743.74,2,27,1,1,B class
1498,Chevrolet Malibu,2017,746,27.0,7,Spanish,4.49,884.91,2,29,1,0,A class
2066,Kia Optima,2005,264,60.0,24,Arabic,4.2,569.7,2,28,2,0,B class
1912,Ford Fusion,2019,313,22.0,2,no,4.89,876.32,0,40,0,0,A class
693,Ford Fusion,2021,596,49.0,10,no,4.81,990.88,7,44,2,0,A class
935,Kia Optima,2010,847,22.0,2,French,4.15,301.1,4,18,1,1,B class
687,Hyundai Sonata,2012,895,52.0,23,no,4.66,540.88,1,21,1,0,A class
818,Honda Accord,2015,143,57.0,11,no,4.96,789.11,3,36,0,3,A class
217,Hyundai Sonata,2021,13,52.0,18,no,4.44,371.01,3,24,1,0,B class
2791,Kia Optima,2013,709,49.0,5,Spanish,4.12,580.43,1,20,2,0,B class
1278,Honda Accord,2010,458,64.0,18,Russian,4.1,780.8,3,34,2,1,B class
153,Honda Accord,2006,506,33.0,1,no,4.1,216.47,2,14,3,2,B class
2390,Nissan Altima,2013,735,65.0,4,Spanish,5.0,953.18,1,31,0,1,A class
1842,Toyota Camry,2022,395,67.0,18,no,4.13,548.96,4,39,1,1,B class
2243,Toyota Camry,2009,252,45.0,13,Mandarin,4.85,822.74,1,42,2,0,A class
966,Ford Fusion,2012,891,30.0,10,Mandarin,5.0,1280.44,0,63,0,0,A class
479,Nissan Altima,2015,290,46.0,3,no,4.58,505.6,4,28,2,0,A class
1283,Ford Fusion,2007,264,28.0,1,Portuguese,4.11,593.94,3,22,1,1,B class
1605,Hyundai Sonata,2018,310,60.0,22,no,4.45,907.79,5,27,1,1,A class
1667,Chevrolet Malibu,2008,385,,15,no,4.72,581.75,1,33,0,1,A class
2812,Nissan Altima,2019,121,36.0,16,no,5.0,1026.17,5,48,1,0,A class
1151,Nissan Altima,2017,176,56.0,22,no,4.6,851.76,1,28,0,0,A class
813,Toyota Camry,2013,509,54.0,14,Mandarin,4.89,1198.91,2,33,0,0,A class
2781,Hyundai Sonata,2013,491,25.0,2,French,4.14,708.62,4,15,4,0,B class
1555,Chevrolet Malibu,2010,132,55.0,6,no,4.21,656.03,8,47,3,1,B class
251,Chevrolet Malibu,2022,509,56.0,20,no,4.71,714.76,2,23,1,0,B class
844,Chevrolet Malibu,2016,306,51.0,5,no,5.0,716.96,3,41,0,0,A class
2372,Hyundai Sonata,2014,456,22.0,2,no,4.39,720.3,0,32,1,1,A class
1265,Nissan Altima,2016,702,22.0,2,no,4.12,310.96,3,17,2,0,B class
