,driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
1593,711,1.0,2018,211,26.0,1,6.0,5.0,0.77346,3,32,1,0,0
1594,2362,1.0,2014,547,42.0,6,5.0,4.34,-0.61723,2,24,0,0,1
1595,2458,2.0,2012,874,62.0,24,0.0,4.68,0.19186,3,50,2,0,0
1596,1251,0.0,2021,89,31.0,11,6.0,4.04,-0.14093,6,11,1,1,1
1597,2980,6.0,2014,490,24.0,4,6.0,4.81,1.98392,1,49,2,0,0
1598,2549,3.0,2014,166,36.0,9,6.0,4.55,-0.18821,1,24,3,0,0
1599,1438,1.0,2009,415,45.0,8,5.0,5.0,2.47123,0,55,0,0,0
1600,1732,6.0,2006,655,62.0,2,2.0,4.12,-0.72711,5,32,1,0,1
1601,1554,3.0,2009,158,44.0,9,2.0,4.46,0.12460,2,27,0,0,0
1602,817,0.0,2007,86,44.0,8,6.0,4.01,-0.94827,7,30,1,2,1
1603,2886,3.0,2022,15,53.0,9,5.0,4.02,-0.89761,4,31,0,0,1
1604,2718,4.0,2008,850,42.0,13,5.0,4.63,0.06639,3,22,0,1,0
1605,958,1.0,2013,379,58.0,23,1.0,4.36,0.11456,4,26,3,1,1
1606,303,1.0,2018,280,33.0,7,1.0,4.32,-0.88975,3,36,3,1,1
1607,572,0.0,2021,75,57.0,11,0.0,4.73,0.94858,0,39,3,0,0
1608,2612,5.0,2010,729,47.0,9,4.0,4.6,0.28568,5,41,2,0,0
1609,1923,1.0,2016,387,43.0,11,6.0,4.77,0.91261,3,47,3,1,0
1610,631,4.0,2017,592,39.0,19,1.0,4.15,-0.56556,4,32,0,0,1
1611,1512,4.0,2016,867,62.0,3,6.0,4.07,-0.09575,3,16,3,0,1
1612,2427,2.0,2011,34,57.0,0,6.0,3.71,-1.34389,4,16,0,1,1
1613,2892,0.0,2016,474,51.0,19,6.0,4.8,0.80238,1,69,1,0,0
1614,2190,1.0,2009,506,54.0,23,6.0,4.76,0.50008,1,32,2,0,0
1615,1064,4.0,2020,544,53.0,4,6.0,4.2,0.42375,3,15,0,0,1
1616,1780,3.0,2008,811,21.0,1,0.0,3.92,-0.35427,3,13,1,0,1
1617,2438,2.0,2009,213,52.0,11,6.0,5.0,2.03630,1,54,0,0,0
1618,2168,1.0,2010,775,66.0,22,6.0,3.97,-1.36784,1,22,3,1,1
1619,2278,0.0,2009,1,32.0,12,2.0,3.95,-1.16865,3,14,2,2,1
1620,2602,4.0,2020,247,30.0,6,6.0,4.41,-0.20835,0,23,1,0,1
1621,1794,2.0,2014,267,44.0,9,1.0,4.33,-0.79119,2,43,4,0,1
1622,1784,2.0,2014,445,63.0,20,1.0,4.89,0.98808,2,48,3,0,0
1623,924,1.0,2021,374,36.0,16,3.0,4.06,-0.73975,6,17,1,0,1
1624,723,5.0,2009,646,44.0,8,5.0,3.63,-1.75977,3,13,1,1,1
1625,60,5.0,2018,788,44.0,5,1.0,4.27,-1.28226,1,24,4,2,1
1626,2201,3.0,2014,137,61.0,4,6.0,4.22,-1.15804,6,23,1,3,1
1627,2462,0.0,2007,58,67.0,14,6.0,4.3,-1.32818,3,26,1,0,1
1628,1864,4.0,2011,738,34.0,3,6.0,5.0,1.58612,2,52,0,1,0
1629,24,5.0,2012,161,37.0,15,1.0,4.45,0.42651,7,22,0,0,0
1630,578,3.0,2006,617,65.0,0,6.0,4.33,-0.69838,1,37,1,1,1
1631,684,1.0,2010,66,44.0,20,6.0,4.8,1.36512,1,51,0,0,0
1632,1016,2.0,2010,823,47.0,0,2.0,5.0,1.07238,3,31,1,0,0
1633,347,5.0,2007,646,49.0,10,2.0,4.86,0.85538,1,40,1,0,0
1634,2877,1.0,2010,612,44.0,22,6.0,4.55,-0.07483,3,25,1,0,0
1635,1556,2.0,2012,543,22.0,2,1.0,4.75,0.81207,4,29,1,1,0
1636,2948,2.0,2019,756,32.0,12,3.0,3.72,-0.87700,7,22,4,0,1
1637,9,4.0,2021,718,42.0,10,6.0,4.4,1.39930,1,22,0,1,0
1638,2912,2.0,2020,476,34.0,14,3.0,4.26,-0.83411,1,26,4,0,1
1639,229,4.0,2020,271,65.0,2,6.0,3.58,-1.51124,3,16,2,2,1
1640,490,1.0,2018,707,66.0,14,6.0,4.61,0.87373,3,39,0,0,0
1641,2616,5.0,2005,873,25.0,5,6.0,3.88,-1.96872,5,11,6,1,1
1642,830,6.0,2013,669,21.0,1,3.0,4.74,0.44770,3,39,1,0,0
1643,2985,2.0,2010,492,32.0,6,0.0,4.29,-0.14983,2,43,3,1,0
1644,1874,0.0,2017,128,55.0,24,2.0,4.65,1.91370,2,30,0,0,0
1645,450,4.0,2021,511,38.0,17,5.0,5.0,1.60378,3,37,2,0,0
1646,2464,0.0,2019,765,62.0,10,6.0,4.46,0.31162,3,21,1,1,0
1647,16,1.0,2011,436,62.0,2,6.0,4.76,0.97218,2,58,0,0,0
1648,1115,6.0,2016,467,42.0,16,0.0,4.73,1.07930,2,18,1,0,0
1649,2810,6.0,2007,256,25.0,3,5.0,3.66,-1.54483,6,12,1,1,1
1650,1389,3.0,2011,58,40.0,8,6.0,4.06,-0.54510,3,21,1,1,1
1651,2421,1.0,2012,700,57.0,5,5.0,4.07,-0.85243,5,17,3,1,1
1652,1589,3.0,2019,594,38.0,7,6.0,4.15,-1.53266,5,19,0,0,1
1653,824,0.0,2022,635,43.0,16,6.0,4.42,-0.08782,1,30,1,0,0
1654,2140,6.0,2006,289,40.0,20,2.0,5.0,1.67217,0,80,1,0,0
1655,2735,6.0,2018,863,65.0,4,6.0,4.21,0.05022,3,35,2,1,1
1656,1227,4.0,2012,375,50.0,8,5.0,4.8,0.80285,3,58,1,0,0
1657,1876,0.0,2011,332,26.0,6,1.0,4.68,1.32962,2,51,1,0,0
1658,2941,3.0,2006,713,35.0,10,5.0,4.19,-0.43332,3,12,1,0,1
1659,1915,3.0,2014,599,23.0,3,6.0,4.4,0.79970,6,24,3,1,1
1660,1232,4.0,2009,817,42.0,4,6.0,3.53,-1.37430,6,26,3,0,1
1661,1847,4.0,2008,752,39.0,7,6.0,4.88,1.45669,1,56,1,0,0
1662,1010,1.0,2018,502,51.0,20,1.0,4.57,-0.31442,4,24,0,0,0
1663,1705,1.0,2022,246,36.0,8,6.0,4.03,-0.02440,3,14,1,0,1
1664,2312,6.0,2021,40,62.0,1,6.0,4.65,0.25726,2,27,1,0,0
1665,2708,5.0,2015,654,24.0,4,2.0,4.88,0.90849,1,35,0,1,0
1666,2753,2.0,2016,352,28.0,5,6.0,4.08,-0.55346,5,17,2,0,1
1667,2396,6.0,2008,820,36.0,12,0.0,4.45,-0.29443,4,39,0,0,1
1668,1107,3.0,2021,681,59.0,0,1.0,4.92,0.33883,0,37,1,0,0
1669,498,3.0,2009,672,53.0,16,6.0,4.11,-0.33720,4,30,3,1,1
1670,353,2.0,2021,757,60.0,17,5.0,4.65,-0.38056,2,36,3,2,0
1671,1853,4.0,2010,143,23.0,0,6.0,4.47,0.25695,2,29,3,0,0
1672,443,3.0,2008,56,33.0,7,3.0,4.65,0.30205,4,23,1,0,0
1673,2,1.0,2015,15,37.0,17,0.0,3.98,-0.58729,6,25,2,0,1
1674,286,5.0,2007,836,44.0,14,2.0,5.0,1.36738,0,51,0,0,0
1675,1561,4.0,2007,48,37.0,3,6.0,4.2,-0.02693,2,27,1,0,1
1676,1647,3.0,2006,593,56.0,21,3.0,4.06,-0.32488,1,13,1,1,1
1677,784,5.0,2018,258,31.0,0,6.0,4.1,-0.58966,1,19,1,1,1
1678,861,3.0,2014,288,49.0,23,1.0,4.56,-1.24260,5,25,3,2,1
1679,1907,3.0,2011,485,46.0,18,6.0,5.0,1.59196,2,52,0,0,0
1680,2638,1.0,2018,460,44.0,2,6.0,3.46,-2.34327,5,5,2,0,1
1681,349,0.0,2008,115,31.0,0,6.0,4.04,-0.85834,5,17,1,5,1
1682,69,2.0,2006,749,37.0,17,6.0,5.0,2.53111,0,79,0,0,0
1683,404,5.0,2018,646,41.0,21,6.0,4.06,-0.90305,4,24,3,0,1
1684,2327,4.0,2010,461,42.0,22,6.0,4.71,1.73170,2,51,1,0,0
1685,755,0.0,2018,544,24.0,4,6.0,4.73,1.90476,1,28,0,0,0
1686,798,6.0,2009,251,30.0,0,1.0,4.37,-0.54783,5,18,0,0,1
1687,1051,1.0,2013,228,48.0,15,6.0,4.71,0.19614,4,39,0,0,0
1688,2966,1.0,2011,651,66.0,24,6.0,4.76,1.56474,7,31,0,0,0
1689,2944,0.0,2005,253,61.0,10,6.0,3.29,-2.35595,4,21,4,2,1
1690,178,6.0,2009,216,66.0,18,6.0,4.7,0.02724,2,33,2,0,0
1691,954,1.0,2005,247,42.0,6,6.0,4.12,-0.58189,2,28,3,0,1
1692,1381,5.0,2016,812,51.0,20,6.0,5.0,3.07794,1,48,0,0,0
1693,2061,2.0,2022,37,56.0,19,0.0,5.0,1.67563,2,42,1,0,0
1694,2762,6.0,2011,362,28.0,8,5.0,4.64,0.26920,4,30,6,2,0
1695,2439,4.0,2011,587,44.0,19,3.0,3.98,-0.34825,2,23,1,2,1
1696,1819,2.0,2018,510,31.0,2,5.0,4.65,-0.05426,2,47,2,0,0
1697,253,6.0,2016,287,50.0,7,6.0,4.52,0.12366,5,30,1,2,1
1698,1439,5.0,2009,86,31.0,8,6.0,4.44,-0.34926,4,31,1,0,1
1699,559,3.0,2006,880,52.0,5,6.0,4.43,-0.48422,2,38,0,0,0
1700,1578,3.0,2013,92,42.0,1,6.0,4.73,-0.64421,2,33,1,1,0
1701,1843,5.0,2021,31,53.0,8,2.0,4.24,0.44067,5,27,1,1,1
1702,194,0.0,2005,171,39.0,14,6.0,4.6,1.09201,2,44,1,0,0
1703,2876,4.0,2016,312,54.0,23,6.0,3.95,-0.99668,2,34,2,0,1
1704,1508,6.0,2010,308,31.0,10,5.0,5.0,0.81654,3,26,1,1,0
1705,2538,0.0,2021,381,23.0,3,2.0,3.94,-0.98906,3,14,2,0,1
1706,1926,6.0,2019,127,39.0,11,6.0,4.26,0.09617,1,34,1,0,1
1707,245,1.0,2022,521,25.0,5,6.0,4.21,-1.00123,5,20,0,1,1
1708,446,2.0,2008,346,58.0,17,0.0,3.94,-0.16056,5,21,1,1,1
1709,477,0.0,2011,181,42.0,16,5.0,5.0,1.95939,2,45,0,0,0
1710,539,4.0,2008,498,41.0,12,2.0,3.96,-0.38312,3,31,2,2,1
1711,1331,1.0,2010,204,24.0,4,5.0,4.26,-0.16095,3,14,0,0,1
1712,256,4.0,2018,289,36.0,0,0.0,4.2,-0.32356,5,34,0,2,1
1713,452,4.0,2020,261,56.0,17,2.0,4.39,0.73726,0,32,1,1,0
1714,2746,0.0,2011,258,35.0,15,6.0,4.19,-0.73407,2,15,2,0,1
1715,1489,0.0,2022,53,67.0,17,3.0,3.99,-0.63395,7,36,3,1,1
1716,2332,5.0,2005,24,46.0,19,4.0,4.77,-0.36325,2,59,2,1,0
1717,2606,4.0,2008,800,65.0,12,2.0,4.9,0.79608,2,27,2,0,0
1718,2400,2.0,2012,33,23.0,3,0.0,4.03,-0.72349,6,36,2,1,1
1719,2473,0.0,2012,603,52.0,11,2.0,5.0,1.77175,0,48,2,0,0
1720,2321,2.0,2006,628,21.0,0,6.0,4.43,0.03439,4,13,0,0,1
1721,2858,1.0,2010,196,55.0,5,6.0,4.54,-0.40097,1,15,0,1,1
1722,949,1.0,2014,488,26.0,6,5.0,4.06,-1.31302,4,21,2,1,1
1723,511,2.0,2006,887,33.0,13,3.0,4.46,-0.66708,5,55,1,1,0
1724,1394,0.0,2007,723,38.0,18,6.0,4.68,-0.24886,3,46,2,0,0
1725,1509,0.0,2021,499,40.0,7,5.0,3.8,-1.51462,2,20,2,1,1
1726,1820,2.0,2015,61,49.0,5,0.0,3.89,-1.60051,2,22,3,1,1
1727,2658,6.0,2007,714,37.0,17,6.0,4.65,-0.41015,4,36,0,1,0
1728,1332,0.0,2009,650,22.0,2,6.0,5.0,1.20127,3,44,0,1,0
1729,1310,2.0,2014,680,63.0,17,1.0,4.2,0.44059,3,30,1,1,1
1730,1803,4.0,2008,745,22.0,2,0.0,4.56,0.48344,2,57,1,0,0
1731,2057,2.0,2019,235,33.0,10,6.0,4.1,-1.49903,4,19,2,1,1
1732,2418,6.0,2010,625,28.0,5,6.0,3.84,-1.01931,4,11,1,0,1
1733,2432,0.0,2020,813,37.0,16,6.0,4.21,-0.50055,3,27,2,0,1
1734,1852,1.0,2022,635,57.0,24,6.0,4.17,0.22122,8,27,2,0,1
1735,2415,2.0,2015,521,44.0,6,5.0,4.67,0.09306,3,25,0,1,0
1736,2373,5.0,2020,446,67.0,24,0.0,4.43,0.43826,3,36,2,0,1
1737,622,1.0,2019,384,60.0,13,6.0,4.42,-0.64931,4,31,3,0,0
1738,1511,2.0,2014,88,44.0,16,5.0,4.32,0.10029,5,46,1,0,0
1739,1756,2.0,2009,61,44.0,6,6.0,4.38,-0.18082,5,34,3,0,0
1740,1672,5.0,2018,102,23.0,3,6.0,4.48,0.19913,2,32,0,0,0
1741,1701,1.0,2021,675,55.0,2,6.0,3.72,-2.28281,5,14,2,1,1
1742,2514,1.0,2022,182,38.0,18,6.0,4.01,-0.12693,7,26,4,2,1
1743,1201,4.0,2020,516,44.0,3,6.0,4.37,-1.06647,3,31,4,0,1
1744,2668,1.0,2008,266,36.0,7,6.0,3.8,-0.43589,3,25,0,0,1
1745,664,3.0,2005,720,38.0,18,6.0,4.36,-0.28125,2,37,0,0,1
1746,775,5.0,2011,178,49.0,23,5.0,5.0,0.42881,1,51,0,0,0
1747,574,4.0,2021,91,37.0,17,6.0,4.46,0.56349,2,50,1,1,0
1748,1873,3.0,2014,854,36.0,6,4.0,3.86,-1.51684,2,17,2,0,1
1749,2311,0.0,2020,617,64.0,4,1.0,3.88,-1.39899,1,10,2,0,1
1750,1775,4.0,2015,788,49.0,16,6.0,4.06,-0.48002,1,28,2,1,1
1751,2597,5.0,2007,552,39.0,3,3.0,4.2,-0.89247,4,44,1,1,1
1752,2349,1.0,2022,112,23.0,3,6.0,3.82,-1.32146,5,24,2,0,1
1753,1122,0.0,2012,82,67.0,10,6.0,4.6,-0.03027,2,24,1,0,0
1754,2019,0.0,2009,187,39.0,17,6.0,4.28,0.12475,1,47,1,0,0
1755,2506,3.0,2011,726,31.0,11,5.0,4.7,0.97677,2,47,5,0,0
1756,1938,4.0,2014,564,44.0,2,6.0,4.4,0.05111,3,16,1,1,1
1757,140,1.0,2019,859,41.0,17,6.0,4.82,0.79294,2,44,0,0,0
1758,1983,2.0,2007,168,33.0,2,0.0,3.67,-2.34382,6,4,2,1,1
1759,283,6.0,2006,672,55.0,21,5.0,4.12,-1.44638,2,13,0,0,1
1760,259,0.0,2011,440,55.0,24,5.0,4.75,0.48849,1,37,1,1,0
1761,617,2.0,2013,581,32.0,0,5.0,4.39,1.49300,5,33,4,0,0
1762,2083,0.0,2012,37,63.0,22,2.0,4.72,0.58231,2,35,1,0,0
1763,2092,2.0,2019,643,51.0,1,6.0,4.57,0.99881,2,36,3,1,0
1764,726,3.0,2022,247,36.0,13,6.0,4.35,0.09617,1,41,2,3,0
1765,1637,0.0,2009,149,38.0,12,6.0,4.28,0.29708,3,23,1,0,1
1766,2087,2.0,2010,492,64.0,19,6.0,4.13,-1.20411,5,17,1,0,1
1767,678,4.0,2020,341,44.0,10,6.0,4.38,-0.98147,3,24,0,0,1
1768,1946,4.0,2019,85,57.0,2,5.0,4.58,0.62465,2,30,0,1,0
1769,1153,3.0,2005,878,44.0,0,2.0,4.08,0.45373,6,22,0,0,1
1770,1921,2.0,2010,593,24.0,4,6.0,4.79,0.85064,0,50,1,0,0
1771,56,0.0,2016,64,35.0,15,6.0,4.19,-0.80728,2,32,4,0,1
1772,1947,6.0,2022,161,28.0,7,6.0,3.89,-1.17211,1,41,1,0,1
1773,2212,2.0,2008,209,54.0,10,6.0,4.43,-0.11460,2,43,0,3,0
1774,1412,2.0,2019,159,33.0,13,6.0,4.44,-0.25726,7,27,1,2,1
1775,2198,0.0,2015,563,31.0,4,5.0,4.44,-0.56077,7,27,1,0,0
1776,1289,0.0,2018,726,50.0,18,6.0,4.72,0.51839,3,30,2,0,0
1777,167,0.0,2005,24,43.0,16,2.0,4.62,0.29673,3,48,1,0,0
1778,2846,3.0,2021,576,60.0,13,6.0,4.95,1.77672,2,42,1,0,0
1779,873,6.0,2021,766,51.0,4,6.0,4.71,-0.03560,4,27,3,0,0
1780,1362,4.0,2013,853,25.0,5,0.0,4.66,0.49448,2,33,2,1,0
1781,888,4.0,2007,200,61.0,10,6.0,3.95,-2.29611,3,13,1,1,1
1782,889,1.0,2022,163,41.0,20,6.0,4.51,0.53546,3,47,1,2,0
1783,2422,1.0,2018,656,51.0,16,2.0,4.83,0.83571,3,36,1,0,0
1784,2391,0.0,2022,87,26.0,6,4.0,4.79,0.83427,1,46,0,0,0
1785,2423,6.0,2022,539,42.0,8,6.0,4.83,1.27464,3,31,0,0,0
1786,499,0.0,2006,523,53.0,21,6.0,4.82,-0.17137,2,21,1,0,0
1787,715,6.0,2005,56,40.0,7,1.0,4.84,0.75421,3,34,1,1,0
1788,2700,6.0,2013,773,21.0,1,5.0,4.54,-0.95025,2,34,1,0,0
1789,1057,3.0,2017,764,67.0,2,1.0,4.09,-0.36932,3,24,0,0,1
1790,2713,1.0,2011,17,22.0,2,6.0,4.87,0.00643,2,44,2,2,0
1791,365,6.0,2020,530,53.0,7,2.0,4.52,0.47006,0,26,1,0,0
1792,2983,5.0,2005,236,53.0,4,2.0,4.02,-0.48896,3,20,0,0,1
1793,2284,6.0,2022,640,58.0,13,6.0,4.29,-0.34191,4,34,1,0,1
1794,1728,5.0,2020,76,26.0,6,1.0,4.56,-0.42581,2,26,0,1,0
1795,1982,3.0,2008,158,45.0,24,2.0,4.95,1.00173,3,36,1,1,0
1796,2984,5.0,2007,74,50.0,14,6.0,4.58,1.65452,0,33,1,0,0
1797,801,4.0,2005,38,55.0,14,5.0,4.13,-1.09065,3,17,0,0,1
1798,618,4.0,2017,129,45.0,22,5.0,4.21,-0.15683,3,15,1,1,1
1799,2848,0.0,2018,275,49.0,24,6.0,4.42,-0.01340,2,16,1,0,0
1800,601,0.0,2007,436,67.0,17,6.0,4.82,0.29626,0,50,3,0,0
1801,124,3.0,2016,283,49.0,3,6.0,4.08,-0.62333,4,34,1,1,1
1802,1598,4.0,2016,363,57.0,20,6.0,4.52,0.08758,5,37,2,0,1
1803,335,1.0,2005,52,48.0,18,2.0,4.35,0.37418,4,29,1,0,1
1804,2249,3.0,2014,295,66.0,23,5.0,5.0,2.18195,2,37,0,0,0
1805,2041,0.0,2011,521,57.0,19,6.0,4.51,-0.11997,3,23,4,0,0
1806,2381,3.0,2011,431,65.0,21,6.0,4.62,0.92910,3,58,1,0,0
1807,981,2.0,2022,32,27.0,7,5.0,3.7,-0.74115,3,22,1,3,1
1808,1689,5.0,2006,830,63.0,15,4.0,4.87,1.26535,1,44,0,0,0
1809,2643,2.0,2019,335,40.0,11,6.0,5.0,1.42492,2,75,0,0,0
1810,2086,0.0,2012,877,44.0,13,6.0,4.67,0.58741,0,31,0,0,0
1811,919,4.0,2014,359,58.0,5,1.0,4.42,0.03214,5,19,0,1,1
1812,1080,3.0,2021,870,51.0,12,5.0,5.0,0.50362,1,35,2,0,0
1813,3000,6.0,2021,333,39.0,3,6.0,5.0,2.10255,1,39,1,0,0
1814,582,0.0,2007,428,44.0,2,6.0,4.38,0.13642,2,29,1,1,0
1815,2922,2.0,2012,452,48.0,12,5.0,4.43,0.42068,1,21,3,1,0
1816,1617,6.0,2011,301,25.0,5,4.0,4.49,-0.66599,3,46,0,0,1
1817,1275,4.0,2012,406,43.0,18,4.0,4.23,-1.57178,6,13,1,0,1
1818,1285,3.0,2010,826,39.0,13,6.0,4.42,-0.74029,1,21,2,0,1
1819,1195,1.0,2021,742,55.0,14,1.0,4.22,-0.94026,2,34,0,1,1
1820,829,0.0,2014,798,57.0,1,6.0,3.99,-0.50751,2,23,2,0,1
1821,992,0.0,2022,717,44.0,3,6.0,4.18,-0.77921,5,20,0,0,1
1822,1198,3.0,2011,536,27.0,6,2.0,3.97,-1.70989,1,31,2,1,1
1823,1196,4.0,2007,13,28.0,8,6.0,4.23,0.10523,2,34,0,1,1
1824,1825,0.0,2009,85,44.0,2,6.0,4.83,0.97482,2,48,0,0,0
1825,1351,6.0,2013,264,47.0,14,3.0,4.71,-0.55545,2,30,2,0,1
1826,1528,3.0,2009,73,43.0,11,6.0,4.5,0.30477,3,38,0,1,0
1827,1559,1.0,2009,689,44.0,16,5.0,4.08,-0.15092,9,26,1,1,1
1828,2371,6.0,2005,644,61.0,5,5.0,4.05,-0.86697,5,22,4,1,1
1829,2207,6.0,2021,37,53.0,24,6.0,4.89,0.60031,3,39,1,1,0
1830,410,6.0,2017,680,50.0,14,0.0,4.06,-0.76238,3,25,2,1,1
1831,676,6.0,2010,297,36.0,16,1.0,4.37,-0.01802,5,21,0,1,1
1832,298,6.0,2013,155,66.0,14,4.0,4.05,0.11935,1,22,0,1,1
1833,926,4.0,2010,653,56.0,6,6.0,4.44,-1.19427,0,15,2,1,1
1834,23,6.0,2017,442,44.0,18,3.0,4.89,0.88730,3,51,2,1,0
1835,2015,1.0,2017,346,44.0,23,1.0,4.26,0.29443,6,47,0,1,0
1836,1930,3.0,2007,383,44.0,2,0.0,4.67,0.97976,1,43,1,1,0
1837,729,1.0,2010,456,43.0,18,6.0,4.02,-0.28114,5,22,0,0,1
1838,1622,0.0,2014,146,55.0,23,6.0,4.46,0.46380,2,44,2,0,0
1839,1347,1.0,2009,100,21.0,1,6.0,4.75,0.21764,0,31,1,0,0
1840,1308,1.0,2018,663,27.0,4,5.0,4.8,1.33538,0,44,1,0,0
1841,2012,4.0,2018,735,22.0,2,2.0,4.7,-0.25878,2,59,0,1,0
1842,672,0.0,2009,402,67.0,15,6.0,5.0,2.35322,0,75,4,0,0
1843,1673,4.0,2012,758,46.0,6,3.0,4.28,0.15045,4,30,4,0,1
1844,1200,3.0,2017,819,64.0,18,0.0,4.57,0.18980,3,30,3,0,0
1845,182,2.0,2016,514,39.0,9,6.0,4.7,1.25061,0,70,0,1,0
1846,1750,0.0,2015,286,62.0,20,6.0,4.49,-0.07607,1,27,0,0,0
1847,2902,5.0,2019,640,40.0,0,6.0,3.91,-1.02456,3,15,1,0,1
1848,294,1.0,2020,897,50.0,15,6.0,4.46,1.39214,5,50,1,0,0
1849,202,5.0,2021,863,44.0,4,2.0,4.4,0.27382,3,29,3,0,1
1850,2099,6.0,2018,458,24.0,4,2.0,3.62,-2.67559,6,20,4,2,1
1851,127,5.0,2017,893,57.0,12,6.0,4.99,0.72831,1,40,0,0,0
1852,532,2.0,2016,531,48.0,23,2.0,3.64,-1.57882,2,6,1,1,1
1853,1432,5.0,2005,593,46.0,4,6.0,4.03,-1.07604,3,26,2,0,1
1854,200,1.0,2006,320,51.0,2,6.0,4.25,0.21620,2,27,1,1,1
1855,1498,0.0,2017,746,27.0,7,5.0,4.49,0.76510,2,29,1,0,0
1856,2066,4.0,2005,264,60.0,24,0.0,4.2,-0.46050,2,28,2,0,1
1857,1912,1.0,2019,313,22.0,2,6.0,4.89,0.73170,0,40,0,0,0
1858,693,1.0,2021,596,49.0,10,6.0,4.81,1.17713,7,44,2,0,0
1859,935,4.0,2010,847,22.0,2,1.0,4.15,-1.50486,4,18,1,1,1
1860,687,3.0,2012,895,52.0,23,6.0,4.66,-0.57255,1,21,1,0,0
1861,818,2.0,2015,143,57.0,11,6.0,4.96,0.39261,3,36,0,3,0
1862,217,3.0,2021,13,52.0,18,6.0,4.44,-1.23304,3,24,1,0,1
1863,2791,4.0,2013,709,49.0,5,5.0,4.12,-0.41878,1,20,2,0,1
1864,1278,2.0,2010,458,64.0,18,4.0,4.1,0.36030,3,34,2,1,1
1865,153,2.0,2006,506,33.0,1,6.0,4.1,-1.83392,2,14,3,2,1
1866,2390,5.0,2013,735,65.0,4,5.0,5.0,1.03054,1,31,0,1,0
1867,1842,6.0,2022,395,67.0,18,6.0,4.13,-0.54114,4,39,1,1,1
1868,2243,6.0,2009,252,45.0,13,2.0,4.85,0.52337,1,42,2,0,0
1869,966,1.0,2012,891,30.0,10,2.0,5.0,2.30299,0,63,0,0,0
1870,479,5.0,2015,290,46.0,3,6.0,4.58,-0.70973,4,28,2,0,0
1871,1283,1.0,2007,264,28.0,1,3.0,4.11,-0.36625,3,22,1,1,1
1872,1605,3.0,2018,310,60.0,22,6.0,4.45,0.85406,5,27,1,1,0
1873,1667,0.0,2008,385,44.0,15,6.0,4.72,-0.41364,1,33,0,1,0
1874,2812,5.0,2019,121,36.0,16,6.0,5.0,1.31434,5,48,1,0,0
1875,1151,5.0,2017,176,56.0,22,6.0,4.6,0.63620,1,28,0,0,0
1876,813,6.0,2013,509,54.0,14,2.0,4.89,1.98598,2,33,0,0,0
1877,2781,3.0,2013,491,25.0,2,1.0,4.14,0.07965,4,15,4,0,1
1878,1555,0.0,2010,132,55.0,6,6.0,4.21,-0.12483,8,47,3,1,1
1879,251,0.0,2022,509,56.0,20,6.0,4.71,0.10352,2,23,1,0,1
1880,844,0.0,2016,306,51.0,5,6.0,5.0,0.11208,3,41,0,0,0
1881,2372,3.0,2014,456,22.0,2,6.0,4.39,0.12506,0,32,1,1,0
1882,1265,5.0,2016,702,22.0,2,6.0,4.12,-1.46653,3,17,2,0,1
1883,1009,1.0,2013,201,47.0,2,6.0,4.26,-0.59888,4,24,2,2,1
1884,328,0.0,2020,373,30.0,0,6.0,4.76,1.44825,0,35,1,0,0
1885,968,3.0,2014,806,46.0,14,1.0,4.66,0.29400,4,27,2,0,0
1886,950,5.0,2009,56,28.0,8,5.0,3.89,-0.93229,6,14,0,0,1
1887,2305,2.0,2008,212,33.0,13,5.0,4.67,0.60136,2,50,0,1,0
1888,973,1.0,2010,887,33.0,0,2.0,4.47,-0.36804,1,25,1,0,1
1889,188,4.0,2011,221,37.0,17,5.0,4.9,1.05247,3,48,1,0,0
1890,247,4.0,2016,801,53.0,15,5.0,4.03,-0.99644,7,24,3,1,1
1891,2074,1.0,2021,328,61.0,8,6.0,4.71,-0.14851,2,30,0,0,0
1892,2487,0.0,2015,832,31.0,6,1.0,4.12,-0.00542,2,24,1,0,1
1893,2895,3.0,2021,605,21.0,1,6.0,4.68,1.64962,2,29,2,0,0
1894,2348,4.0,2022,738,60.0,15,1.0,4.76,1.10290,1,35,1,0,0
1895,2303,3.0,2012,41,32.0,10,6.0,4.32,0.05399,3,15,2,1,0
1896,1327,2.0,2015,319,47.0,19,0.0,4.69,-0.08708,2,64,2,0,0
1897,284,4.0,2012,484,21.0,1,6.0,3.83,-1.62197,9,14,1,2,1
1898,2293,4.0,2020,214,42.0,10,6.0,4.53,0.34887,7,15,0,1,1
1899,158,1.0,2009,726,52.0,23,6.0,4.65,1.45918,0,40,1,1,0
1900,2280,5.0,2018,663,67.0,11,6.0,4.12,-0.14758,3,30,1,0,1
1901,1506,5.0,2014,88,37.0,0,6.0,4.93,0.31554,4,54,1,1,0
1902,904,0.0,2007,57,27.0,6,6.0,4.6,0.42997,4,41,0,0,0
1903,1346,5.0,2018,676,27.0,7,6.0,4.42,-0.02708,4,20,1,2,1
1904,1270,3.0,2022,418,44.0,16,3.0,4.95,1.89947,2,41,0,0,0
1905,2431,1.0,2017,206,37.0,4,6.0,4.36,-0.77303,6,23,1,2,1
1906,976,6.0,2017,129,55.0,24,6.0,4.17,-0.24229,2,34,3,0,1
